"word","n"
"#equalityforallpictwittercomzodh1gk8zf",1
"#equalityforallpictwittercomzpadyqxznf",1
"#equalityforallpictwittercomzw5ubhwqc8",1
"#equalityforaustralia",1
"#equalityformichigan",1
"#equalityfortaiwanpictwittercompqxhmrtghj",1
"#equalityforwardhttpstwittercomqueertystatus610430968109862912",1
"#equalityforwardpictwittercomk4i0nmajia",1
"#equalityftw",1
"#equalitygay",1
"#equalityhttpbbcin2qubaew",1
"#equalityhttpfbme8k5ccwvau",1
"#equalityhttplnischristianpostcomasaky",1
"#equalityhttpowlyb7fn30da46u",1
"#equalityhttpstwittercom9newsbrisbanestatus748019431859687425",1
"#equalityhttpstwittercomabcnewsstatus713099042922737665",1
"#equalityhttpstwittercomabcstatus634510248821129216",1
"#equalityhttpstwittercomabcstatus639208042559574016",1
"#equalityhttpstwittercomabcthedrumstatus760380947527192576",1
"#equalityhttpstwittercomajdlinuxstatus853216549447938048",1
"#equalityhttpstwittercomankedstatus880692210852917248",1
"#equalityhttpstwittercomattnstatus867464970086121472",1
"#equalityhttpstwittercombbcbreakingstatus600592604732985344",1
"#equalityhttpstwittercombernewsdotcomstatus704328952207245312",1
"#equalityhttpstwittercombfmtvstatus678673283093364736",1
"#equalityhttpstwittercomcanalcongresostatus623687673157283840",1
"#equalityhttpstwittercomcnnpoliticsstatus614436733791375360",1
"#equalityhttpstwittercomcnnstatus591632819903823873",1
"#equalityhttpstwittercomcnnstatus614436746944712705",1
"#equalityhttpstwittercomcnnstatus776076525749895168",1
"#equalityhttpstwittercomcrikeynewsstatus641174314537107456",1
"#equalityhttpstwittercomdangerrstatus770059754676846597",1
"#equalityhttpstwittercomdlmccullochstatus842218550366371841",1
"#equalityhttpstwittercomdwpoliticsstatus880686348600045568",1
"#equalityhttpstwittercomelielcruzstatus593391061256556546",1
"#equalityhttpstwittercomeurotrashedstatus689903024563617792",1
"#equalityhttpstwittercomfamilylawhubstatus885068116887298048",1
"#equalityhttpstwittercomfitzgeraldfrncsstatus664129874760753152",1
"#equalityhttpstwittercomgaycivilrightsstatus681834133514010625",1
"#equalityhttpstwittercomguardianstatus641508358051241984",1
"#equalityhttpstwittercomhrcstatus794540342880174081",1
"#equalityhttpstwittercomhuffpostukstatus602189540246315009",1
"#equalityhttpstwittercomjamesscullinstatus780928788112609280",1
"#equalityhttpstwittercomjohnjohnsonsonstatus867620136017985536",1
"#equalityhttpstwittercomjudiciarynistatus789025626812456961",1
"#equalityhttpstwittercomkidsequalitystatus826290037411106816",1
"#equalityhttpstwittercomlindaxiaxianstatus687753985982382080",1
"#equalityhttpstwittercomlylesheltonstatus779103458485952512",1
"#equalityhttpstwittercommashablestatus633548902759821312",1
"#equalityhttpstwittercomminhkularstatus801352595189202945",1
"#equalityhttpstwittercomnoh8campaignstatus880782553371729920",1
"#equalityhttpstwittercomnprnewsstatus614441757460205568",1
"#equalityhttpstwittercomoutlookindiastatus797033725523410944",1
"#equalityhttpstwittercompinknewsstatus749972676165402624",1
"#equalityhttpstwittercompopscistatus779615117440872448",1
"#equalityhttpstwittercomqueertystatus608763571351224320",1
"#equalityhttpstwittercomrapplerdotcomstatus880695352281747456",1
"#equalityhttpstwittercomreutersstatus602157457033531394",1
"#equalityhttpstwittercomreutersstatus614436578811879424",1
"#equalityhttpstwittercomreutersworldstatus835052271092260864",1
"#equalityhttpstwittercomronlieberstatus634877479992324096",1
"#equalityhttpstwittercomsamdickfosstatus786053999594205184",1
"#equalityhttpstwittercomscmpnewsstatus615414562821701632",1
"#equalityhttpstwittercomshanebitneystatus602118000766889986",1
"#equalityhttpstwittercomsmhstatus689681291311214592",1
"#equalityhttpstwittercomsocallksstatus598884076142002176",1
"#equalityhttpstwittercomstatesmanstatus614446981826650112",1
"#equalityhttpstwittercomstowefamilylawstatus651022403259097088",1
"#equalityhttpstwittercomtagesthemenstatus879762492892880896",1
"#equalityhttpstwittercomthescotsmanstatus872884698514640900",1
"#equalityhttpstwittercomtomwatsonstatus614435687601950720",1
"#equalityhttpstwittercomtrutherbotnorthstatus672126750684553216",1
"#equalityhttpstwittercomtwitterstatus711946043294769152",1
"#equalityhttpstwittercomusatodaystatus649185090757656576",1
"#equalityhttpstwittercomwhitehousestatus614611810415681536",1
"#equalityhttpstwittercomxavierbettelstatus731745772547506176",1
"#equalityhttpsyoutube9a4z0txikom",1
"#equalityhttpwwwbbccouknewsbeatarticles39153241",1
"#equalityhttpwwwgaytimescouknews73686taiwanapprovesgaymarriage",1
"#equalityhttpwwwimmaieenpage236945htm",1
"#equalityhttpwwwprofessionalcelebrantcom",1
"#equalityhttpwwwslidesharenetfceronglapromesa4",1
"#equalityhttpwwwtelegraphcouknews20170215churchenglandvotesrejectcontroversialgaymarriagereport",1
"#equalityhttpwwwthenewcivilrightsmovementcomdavidbadashfloridatolegallymarriedsamesexcouplechangeyournameorloseyourdriverslicenses",1
"#equalityinflorida",1
"#equalityinmexico",1
"#equalityinthewiregrass",1
"#equalityis",1
"#equalityiscoming",1
"#equalityisnow",1
"#equalityjustice",1
"#equalitylikes2scare",1
"#equalitylove",1
"#equalitymakessense",1
"#equalitymattershttpstwittercomcp24status599211911352188928",1
"#equalitymattershttpstwittercompontifexstatus718498797882462208",1
"#equalitymatterspictwittercomjyv2kfhqgr",1
"#equalitymeansbusiness",1
"#equalitymeanseverybody",1
"#equalityminister",1
"#equalitymonday",1
"#equalitymovement",1
"#equalityms",1
"#equalitync",1
"#equalitynorthcarolina",1
"#equalitynotprivalige",1
"#equalitynowhttpstwittercomantoevansstatus781116834187575297",1
"#equalitynowpictwittercommdsbswosfa",1
"#equalitynowpictwittercomwoge60llll",1
"#equalityoath",1
"#equalityohio",1
"#equalitypictwittercom0dlthptamw",1
"#equalitypictwittercom0fpifnonno",1
"#equalitypictwittercom0i6ohgpgyb",1
"#equalitypictwittercom0intinj7lp",1
"#equalitypictwittercom0uilvyo9m5",1
"#equalitypictwittercom0z25ibm7tm",1
"#equalitypictwittercom1oytb8xc6n",1
"#equalitypictwittercom1ru5cix2ks",1
"#equalitypictwittercom29o8frikym",1
"#equalitypictwittercom3rrlss2hta",1
"#equalitypictwittercom41xiubpjpe",1
"#equalitypictwittercom44rtw8j1cp",1
"#equalitypictwittercom4e2oqiuuh3",1
"#equalitypictwittercom4fpmmfkako",1
"#equalitypictwittercom4tdpag6doo",1
"#equalitypictwittercom5204yf98ad",1
"#equalitypictwittercom55ot9igbgc",1
"#equalitypictwittercom5qgowwlili",1
"#equalitypictwittercom5xkkbl73hw",1
"#equalitypictwittercom62mh4amrqt",1
"#equalitypictwittercom6bqxq3zjvs",1
"#equalitypictwittercom6g8liohxgu",1
"#equalitypictwittercom6gmgtjlfvw",1
"#equalitypictwittercom6z7mnamc6n",1
"#equalitypictwittercom7fyf1ybtj0",1
"#equalitypictwittercom7pm8sklzkj",1
"#equalitypictwittercom7zypcbcxra",1
"#equalitypictwittercom8awwh0seoi",1
"#equalitypictwittercom8bg1jbublp",1
"#equalitypictwittercom8cggmip4ll",1
"#equalitypictwittercom8ecvicwvwn",1
"#equalitypictwittercom8hooltpjms",1
"#equalitypictwittercom8r2bwvcid3",1
"#equalitypictwittercom98dinbvrhk",1
"#equalitypictwittercom9oss7s3j3a",1
"#equalitypictwittercom9vn9swjwrf",1
"#equalitypictwittercom9xrdmnfet9",1
"#equalitypictwittercom9ydlppjose",1
"#equalitypictwittercomacdk2ltxzr",1
"#equalitypictwittercomadubpjmns6",1
"#equalitypictwittercomahrdd7qc7a",1
"#equalitypictwittercomakio1cnovm",1
"#equalitypictwittercomaksbffhuo3",1
"#equalitypictwittercomao3ryyswea",1
"#equalitypictwittercomayhmtqmcvn",1
"#equalitypictwittercombffujy2yab",1
"#equalitypictwittercombfpt7qshgf",1
"#equalitypictwittercombivaoyztgc",1
"#equalitypictwittercomcex3sjkmhl",1
"#equalitypictwittercomcuwbmjnfzu",1
"#equalitypictwittercomddzyr13wwg",1
"#equalitypictwittercomdhumiigqyq",1
"#equalitypictwittercomdp8hace8ay",1
"#equalitypictwittercome3ixbhqhh3",1
"#equalitypictwittercome47kcj6rck",1
"#equalitypictwittercomefgwkecg2b",1
"#equalitypictwittercomefzsxvu1hq",1
"#equalitypictwittercomegraptjn7q",1
"#equalitypictwittercomei8hlqdtiq",1
"#equalitypictwittercomevwekt8mj2",1
"#equalitypictwittercomevxchcqgex",1
"#equalitypictwittercomevybb47anq",1
"#equalitypictwittercomf22hvrjqja",1
"#equalitypictwittercomffz2agmbuu",1
"#equalitypictwittercomfixkevb0s0",1
"#equalitypictwittercomgaqdxjq0c1",1
"#equalitypictwittercomgaz9zwlxdh",1
"#equalitypictwittercomgcjp8rmtda",1
"#equalitypictwittercomgfttifulke",1
"#equalitypictwittercomgkvvze2vpa",1
"#equalitypictwittercomgwrpq9r0jg",1
"#equalitypictwittercomgyfudsp2fz",1
"#equalitypictwittercomh8zzhrtmfk",1
"#equalitypictwittercomhdaevuovjh",1
"#equalitypictwittercomhgqghuhjsr",1
"#equalitypictwittercomhjujvqeg7i",1
"#equalitypictwittercomhktnn8vbr6",1
"#equalitypictwittercomhl9e2gffom",1
"#equalitypictwittercomhlhypevawq",1
"#equalitypictwittercomhoy9ulvup9",1
"#equalitypictwittercomhqepirkx0f",1
"#equalitypictwittercomhu5faoujmc",1
"#equalitypictwittercomhuklixgept",1
"#equalitypictwittercomhxpwadong7",1
"#equalitypictwittercomi3bkqipwgz",1
"#equalitypictwittercomibcn90he0j",1
"#equalitypictwittercomih82bknswz",1
"#equalitypictwittercomimr1gfozez",1
"#equalitypictwittercomiupelmqift",1
"#equalitypictwittercomjbxx0sazm0",1
"#equalitypictwittercomjcvekcdpsz",1
"#equalitypictwittercomje7hyqqd3i",1
"#equalitypictwittercomjgmedzfnet",1
"#equalitypictwittercomjmklqx7nj5",1
"#equalitypictwittercomk5kkeykjkf",1
"#equalitypictwittercomkaarb4ljgd",1
"#equalitypictwittercomkjifak3pu4",1
"#equalitypictwittercomklrmqiskbx",1
"#equalitypictwittercomkuknzjyjea",1
"#equalitypictwittercomkw7vvj9xkx",1
"#equalitypictwittercoml9plmj7ron",1
"#equalitypictwittercomlbeaqjnafy",1
"#equalitypictwittercomlbmnfbmas6",1
"#equalitypictwittercomlhd6ujiocj",1
"#equalitypictwittercomlxpwjuodch",1
"#equalitypictwittercomm3jpcfbxno",1
"#equalitypictwittercommckdrhc234",1
"#equalitypictwittercommq0eiw8any",1
"#equalitypictwittercommsam5waqmq",1
"#equalitypictwittercommwc2ilkiwk",1
"#equalitypictwittercommxxdi9uc1o",1
"#equalitypictwittercomn2vdffqlaf",1
"#equalitypictwittercomnidkrusfyz",1
"#equalitypictwittercomnksazs6avl",1
"#equalitypictwittercomo25hgrvfdy",1
"#equalitypictwittercomodynsrdons",1
"#equalitypictwittercomof6zwczjev",1
"#equalitypictwittercomofymdwhvfy",1
"#equalitypictwittercomog8nwd45nn",1
"#equalitypictwittercomor7focwlcl",1
"#equalitypictwittercomosrigdedao",1
"#equalitypictwittercomotfzo5xjzw",1
"#equalitypictwittercomoyeofw62nj",1
"#equalitypictwittercomp66lolhdl9",1
"#equalitypictwittercompbm9vjkxd7",1
"#equalitypictwittercompfxgjdrhwp",1
"#equalitypictwittercompixc1pvara",1
"#equalitypictwittercompr9keprryk",1
"#equalitypictwittercomprma7srjca",1
"#equalitypictwittercompyl7gkyvrf",1
"#equalitypictwittercompzgc252xmb",1
"#equalitypictwittercomq2kjt4xovl",1
"#equalitypictwittercomqe5kicaxhk",1
"#equalitypictwittercomqfey7vm4dz",1
"#equalitypictwittercomqgkn4lybws",1
"#equalitypictwittercomqinnveytfe",1
"#equalitypictwittercomqrhyekx0jm",1
"#equalitypictwittercomqxgkt8mt6z",1
"#equalitypictwittercomqxrdbhzngy",1
"#equalitypictwittercomqzagold9py",1
"#equalitypictwittercomqzqgoihf5n",1
"#equalitypictwittercomr3t9kkuled",1
"#equalitypictwittercomr5hkeqgrar",1
"#equalitypictwittercomrdt23toure",1
"#equalitypictwittercomrgtxifnw0g",1
"#equalitypictwittercomrjfm70vnxg",1
"#equalitypictwittercomrnxuu6gjru",1
"#equalitypictwittercomrt8a5o3ufu",1
"#equalitypictwittercomrygnzz99cs",1
"#equalitypictwittercomryssvgs8ad",1
"#equalitypictwittercoms9l0weerek",1
"#equalitypictwittercomsrg1w9acku",1
"#equalitypictwittercomsvxhoymzed",1
"#equalitypictwittercomswqdz3xvwr",1
"#equalitypictwittercomt872len9ih",1
"#equalitypictwittercomtdxyyjqsel",1
"#equalitypictwittercomtl6stjlt2j",1
"#equalitypictwittercomtlquqvnsd1",1
"#equalitypictwittercomtuovbfz4h9",1
"#equalitypictwittercomtx3utr7jvd",1
"#equalitypictwittercomu0x6hsoimr",1
"#equalitypictwittercomu8thw3jeue",1
"#equalitypictwittercomu9w5wrcwfa",1
"#equalitypictwittercomua0hvtwhhf",1
"#equalitypictwittercomuarqfouf5t",1
"#equalitypictwittercomubzeh4ninl",1
"#equalitypictwittercomuetv0blef1",1
"#equalitypictwittercomutowwsj5tl",1
"#equalitypictwittercomuyulet22zz",1
"#equalitypictwittercomuznicvvsed",1
"#equalitypictwittercomv2t49wudsr",1
"#equalitypictwittercomv4bsdtu7bp",1
"#equalitypictwittercomv4xqrz2oqc",1
"#equalitypictwittercomv895uigoc2",1
"#equalitypictwittercomvc4wlvnyil",1
"#equalitypictwittercomvjdszey5xm",1
"#equalitypictwittercomvwhohgadv1",1
"#equalitypictwittercomvwziqwjzxj",1
"#equalitypictwittercomvzbnegfg5v",1
"#equalitypictwittercomwdgekszhaw",1
"#equalitypictwittercomwezedubxkq",1
"#equalitypictwittercomwh4q8kmeau",1
"#equalitypictwittercomwkoaqm2ito",1
"#equalitypictwittercomwparrkeikm",1
"#equalitypictwittercomwq3qe4mj5r",1
"#equalitypictwittercomwqzcgtyqxz",1
"#equalitypictwittercomx18n2mlv8n",1
"#equalitypictwittercomx4mow4mbhy",1
"#equalitypictwittercomx85y2iu3z8",1
"#equalitypictwittercomxevz24aaap",1
"#equalitypictwittercomxf1crjacjs",1
"#equalitypictwittercomxi7tyhfbdf",1
"#equalitypictwittercomxofmyqgrpf",1
"#equalitypictwittercomxqahzg8aun",1
"#equalitypictwittercomxsx80h2ekh",1
"#equalitypictwittercomxzkypwyzfg",1
"#equalitypictwittercomy3xo5b2xo4",1
"#equalitypictwittercomyarpzkjbbc",1
"#equalitypictwittercomybse5h4bid",1
"#equalitypictwittercomyd1qawwmby",1
"#equalitypictwittercomylglxazrnc",1
"#equalitypictwittercomyurabs8ecj",1
"#equalitypictwittercomz5ataxfila",1
"#equalitypictwittercomz9czykhwml",1
"#equalitypictwittercomzfbx7u8cg9",1
"#equalitypictwittercomzzqoe8wdun",1
"#equalitypower",1
"#equalityquilt",1
"#equalityrightspictwittercomgbw5vrh5xr",1
"#equalityrightspictwittercomqhowcarpxt",1
"#equalityshallprevail",1
"#equalitystartswithme",1
"#equalitysymbol",1
"#equalitytexaspictwittercomvwhs6abtbe",1
"#equalityunderthelaw",1
"#equalityunitesus",1
"#equalityusapictwittercomaxdgg9wdip",1
"#equalityutah",1
"#equalitywinspictwittercom4ziqejfamz",1
"#equalitywinspictwittercomnwneq0ujwt",1
"#equalitywinspictwittercomomfyxvwkpv",1
"#equalitywinspictwittercompzaijhbeky",1
"#equalityyes",1
"#equaliy",1
"#equalizeit",1
"#equaljusticepictwittercomxp4ygjeadd",1
"#equallity",1
"#equalloveagreement",1
"#equalloveequalrightspictwittercomg1trd1gqrt",1
"#equallovehttpstwittercomlatkarenkaplanstatus834222448170168321",1
"#equallovehttpstwittercomsergeynowstatus566671495032614912",1
"#equallovepictwittercom0psybkbbfo",1
"#equallovepictwittercom7erjm5ooey",1
"#equallovepictwittercomho6pqh5kec",1
"#equallyrights",1
"#equalmarriagebill",1
"#equalmarriageday",1
"#equalmarriagehttpstwittercomamequalitystatus865450169847865348",1
"#equalmarriagehttpstwittercombritlgbtawardsstatus808741027045588992",1
"#equalmarriagehttpstwittercomdailymailukstatus689757066760683520",1
"#equalmarriagehttpstwittercomfemailstatus623957456260079617",1
"#equalmarriagehttpstwittercomkirraliesstatus778733275959336960",1
"#equalmarriagehttpstwittercomlfeatherstonestatus881189194722402304",1
"#equalmarriagehttpstwittercompmdfosterstatus614438922786050048",1
"#equalmarriagehttpstwittercomsafmediastatus614451798691217408",1
"#equalmarriagehttpstwittercomstandpointmagstatus666586758734327808",1
"#equalmarriagehttpstwittercomtexasstandardstatus615883701625319426",1
"#equalmarriagehttpstwittercomtimestatus614635541066317824",1
"#equalmarriagehttpstwittercomtwittermomentsstatus880691625600720897",1
"#equalmarriagehttptinyurlcomnlt8cwh",1
"#equalmarriagehttpwwwnunlbuitenland4186330sloveniestemthomohuwelijkhtml",1
"#equalmarriageni",1
"#equalmarriagepictwittercom0qy5ygiuba",1
"#equalmarriagepictwittercom0sfvbs2smf",1
"#equalmarriagepictwittercom1yiod6cpw3",1
"#equalmarriagepictwittercom2kawgvkdma",1
"#equalmarriagepictwittercom3wintknhdp",1
"#equalmarriagepictwittercom3yarcn3wxv",1
"#equalmarriagepictwittercom4xaahsilym",1
"#equalmarriagepictwittercom7ucbbfx8tx",1
"#equalmarriagepictwittercom7yde9nmah4",1
"#equalmarriagepictwittercomajqo9rf7mb",1
"#equalmarriagepictwittercombg4nomsvws",1
"#equalmarriagepictwittercombwsskzzpgk",1
"#equalmarriagepictwittercomdgmvnbdwzg",1
"#equalmarriagepictwittercomduc5fwpbwf",1
"#equalmarriagepictwittercomefontb9f2b",1
"#equalmarriagepictwittercomemmhy99gft",1
"#equalmarriagepictwittercomenfdiw4oq8",1
"#equalmarriagepictwittercomeq5kdhixde",1
"#equalmarriagepictwittercomfpd2rxqvdx",1
"#equalmarriagepictwittercomhxgid551wi",1
"#equalmarriagepictwittercomk46ongzrlw",1
"#equalmarriagepictwittercomluc2wjpdyh",1
"#equalmarriagepictwittercomluhczi3shb",1
"#equalmarriagepictwittercomm4y7eitkxb",1
"#equalmarriagepictwittercommnpmzbbgub",1
"#equalmarriagepictwittercomn49n1btjhg",1
"#equalmarriagepictwittercomndlbagkrqu",1
"#equalmarriagepictwittercomp9veopbvfi",1
"#equalmarriagepictwittercomq9cuabx8rd",1
"#equalmarriagepictwittercomrjotfxzuyl",1
"#equalmarriagepictwittercomrkfygvfzdt",1
"#equalmarriagepictwittercomrutrqowoez",1
"#equalmarriagepictwittercomsplb0szyqv",1
"#equalmarriagepictwittercomubpecvjv9l",1
"#equalmarriagepictwittercomuncnim6mbk",1
"#equalmarriagepictwittercomurcryh6llh",1
"#equalmarriagepictwittercomuyq3ykmxtu",1
"#equalmarriagepictwittercomw1v6jiivvd",1
"#equalmarriagepictwittercomwqt8ci301a",1
"#equalmarriagepictwittercomxsa0u1ifo6",1
"#equalmarriagepictwittercomyw00uorplx",1
"#equalmarriagepictwittercomz0ta00ksvr",1
"#equalmarriagepictwittercomzkifgxuphd",1
"#equalmarriagepictwittercomzm4umh0qvq",1
"#equalmarriagepictwittercomztv5gm7xef",1
"#equalmarriagepictwittercomzxyiwgazzt",1
"#equalmarriageright",1
"#equalmarriageslovenia",1
"#equalmarriagethank",1
"#equalmeansthesame",1
"#equalpayday",1
"#equalpayforequalwork",1
"#equalpayhave",1
"#equalpaytowomen",1
"#equalpension",1
"#equalpictwittercoma4q5pwpee6",1
"#equalpictwittercomfwgypt1p5h",1
"#equalprotectionblather",1
"#equalprotectionunderlaw",1
"#equalprotectionunderthelawiswhatpetitionersconsolidatedindocket14556willdefendtomorrowbefore",1
"#equalprotectionunderthelawpictwittercomnqghpcow2i",1
"#equalrigh",1
"#equalright4all",1
"#equalrighta",1
"#equalrights4all",1
"#equalrights4allhttpstwittercommoonveilsstatus598159460683624448",1
"#equalrightsactivist",1
"#equalrightsforallhttpstwittercomindependentstatus609036240982167552",1
"#equalrightsforallpictwittercomx97lywypfz",1
"#equalrightsforallpictwittercomycm7efiype",1
"#equalrightshttpstwittercombarackobamastatus614482483707383808",1
"#equalrightshttpstwittercombbcbreakingstatus872844528750927873",1
"#equalrightshttpstwittercombrocklesnitchstatus630931147707420672",1
"#equalrightshttpstwittercomcnnistatus879669029107113984",1
"#equalrightshttpstwittercomguardianstatus885064809980592128",1
"#equalrightshttpstwittercomlatimesstatus639489511874031616",1
"#equalrightshttpstwittercommichaelraissigstatus880864530321989634",1
"#equalrightshttpstwittercommisscleobbstatus614435241311105024",1
"#equalrightshttpstwittercomnoplaceforsheepstatus695155083068051456",1
"#equalrightshttpstwittercompotusstatus614435467120001024",1
"#equalrightshttpstwittercomsarahallynbauerstatus614470004923183104",1
"#equalrightshttpstwittercomwashingtonpoststatus678967923533287424",1
"#equalrightspictwittercom0okpl9dq2f",1
"#equalrightspictwittercom4i4ipmhexe",1
"#equalrightspictwittercom6d4udcbcjj",1
"#equalrightspictwittercom6to3pdebqd",1
"#equalrightspictwittercom83owiowye8",1
"#equalrightspictwittercom88psquv1ml",1
"#equalrightspictwittercom8vgjmqrauj",1
"#equalrightspictwittercomar6iuwdk63",1
"#equalrightspictwittercombxeyhwjo55",1
"#equalrightspictwittercomcra3khebvf",1
"#equalrightspictwittercomh7au1a5ifu",1
"#equalrightspictwittercomiw2ovxyjq3",1
"#equalrightspictwittercomjgrxlzrg0h",1
"#equalrightspictwittercomjixxddkif3",1
"#equalrightspictwittercomjtjc305vnv",1
"#equalrightspictwittercomk4ijlsfsfb",1
"#equalrightspictwittercomkbgobi7lq9",1
"#equalrightspictwittercomkp5wzw7zbx",1
"#equalrightspictwittercomkpxglim7lg",1
"#equalrightspictwittercomneq9qgkcze",1
"#equalrightspictwittercomo9rpmmivgi",1
"#equalrightspictwittercompyn91uchzg",1
"#equalrightspictwittercomqrtytznykg",1
"#equalrightspictwittercomqtubuihrtu",1
"#equalrightspictwittercomqxkvuvpjnf",1
"#equalrightspictwittercomrhtuusyetn",1
"#equalrightspictwittercoms8lkogb9za",1
"#equalrightspictwittercomshcogjosrn",1
"#equalrightspictwittercomtbcxk0bpwl",1
"#equalrightspictwittercomtelxctiaue",1
"#equalrightspictwittercomu0ltc2txla",1
"#equalrightspictwittercomunpjtkliqw",1
"#equalrightspictwittercomv32mxbyddq",1
"#equalrightspictwittercomvboiiztewe",1
"#equalrightspictwittercomwllcf9mctl",1
"#equalrightspictwittercomx9dnm1dtxn",1
"#equalrightspictwittercomxkz4rpwpow",1
"#equalrightspictwittercomyftylewhkb",1
"#equalrightspictwittercomynpt8fdhu7",1
"#equalrightspictwittercomz1aix0yr4a",1
"#equalrightspictwittercomzi09rozl0s",1
"#equalrightspictwittercomzzmm3ty2wr",1
"#equalrightspictwittercomzzt6sjij5j",1
"#equalrihttpsvinecovojmqd5yewz3",1
"#equalrughts",1
"#equalsexmarriage",1
"#equalsign",1
"#equalsociety",1
"#equalwedding",1
"#equalworld",1
"#equalworldhttpstwittercomhappyrightsstatus614449702352728066",1
"#equaulity",1
"#equestriahourpictwittercom8f2foymmqd",1
"#equiality4all",1
"#equialtights",1
"#equidadahora",1
"#equility",1
"#equip",1
"#equipaustin",1
"#equipefeminine",1
"#equippingthesaints",1
"#equitativo",1
"#equite",1
"#equityhttpstwittercomesantowstatus884638489421258755",1
"#equityhttpstwittercomldtfergusonstatus779595353741889536",1
